id,cid,mcc,mnc,technology,area,psc,measurements,latitude,longitude,last_update,created_at,source
"517066634,726398,240,07,""HSPA,HSPA+"",11,\N,81,66.2781215974,23.705817277,2018-04-28,2018-04-28,openbmap"
517083294,238338,244,05,LTE,23010,\N,3,61.49652287,23.75973002,2016-06-02,2016-06-02,openbmap
517083295,238339,244,05,LTE,23010,\N,24,61.4976526238,23.7572505063,2016-06-05,2016-01-23,openbmap
517083296,238340,244,05,LTE,23010,\N,66,61.4976043436,23.7608187614,2016-06-05,2016-01-23,openbmap
517083297,238341,244,05,LTE,23010,\N,48,61.4965179506,23.7591038338,2016-06-02,2016-01-23,openbmap
517083298,238342,244,05,LTE,23010,\N,81,61.4975687341,23.7571502356,2016-06-05,2016-01-23,openbmap
517083299,239361,244,05,LTE,23010,\N,30,61.499042772,23.733844618,2016-06-05,2016-06-01,openbmap
517083300,239362,244,05,LTE,23010,\N,324,61.4998253649,23.7230622476,2016-06-05,2016-05-20,openbmap
517083301,240385,244,05,LTE,23010,\N,33,61.4982233118,23.7461718545,2016-05-22,2016-03-30,openbmap
517083302,240386,244,05,LTE,23010,\N,24,61.496704395,23.7413183875,2016-05-22,2016-05-22,openbmap
517083303,240387,244,05,LTE,23010,\N,339,61.4962267233,23.7358916216,2016-06-05,2016-05-20,openbmap
517083304,240641,244,05,LTE,23010,\N,624,61.4985147672,23.7922286486,2016-06-28,2015-09-29,openbmap
517083305,240642,244,05,LTE,23010,\N,312,61.4964826635,23.7919458269,2016-06-05,2015-09-29,openbmap
517083306,240643,244,05,LTE,23010,\N,1089,61.4998316738,23.7866138503,2016-06-29,2015-09-29,openbmap
517083307,258817,244,05,LTE,23010,\N,27,61.4615167256,23.7045537922,2017-04-30,2017-04-30,openbmap
517083308,288513,244,05,LTE,23010,\N,48,61.5017136919,23.7700462531,2016-06-05,2015-09-30,openbmap
517083309,288514,244,05,LTE,23010,\N,78,61.5014223842,23.7686229296,2016-06-05,2016-02-15,openbmap
517083310,288515,244,05,LTE,23010,\N,15,61.501645434,23.765720234,2016-05-21,2015-09-30,openbmap
517083311,326913,244,05,LTE,23010,\N,39,61.5011129485,23.7179570323,2016-06-01,2016-06-01,openbmap
517083312,326913,244,05,UMTS,23010,\N,3,61.50219171,23.71607682,2016-06-05,2016-06-05,openbmap
517083313,327169,244,05,LTE,23010,\N,54,61.4995379322,23.7689472522,2016-06-06,2015-09-30,openbmap
517083314,327170,244,05,LTE,23010,\N,273,61.4988554778,23.77600164,2016-06-06,2015-09-30,openbmap
517083315,327171,244,05,LTE,23010,\N,15,61.498505008,23.766256844,2016-05-12,2016-01-23,openbmap
517083316,327681,244,05,LTE,23010,\N,132,61.4961378955,23.7858742707,2016-06-05,2015-09-29,openbmap
517083317,327682,244,05,LTE,23010,\N,66,61.4953178582,23.7801446309,2016-06-05,2016-01-30,openbmap
517083318,327683,244,05,LTE,23010,\N,99,61.4972825209,23.7817611618,2016-06-05,2016-01-25,openbmap
517083319,359169,244,05,LTE,23010,\N,219,61.5000481547,23.8009030915,2016-06-29,2015-09-30,openbmap
517083320,359170,244,05,LTE,23010,\N,585,61.4973445245,23.8008368656,2016-06-28,2015-09-29,openbmap
517083321,359171,244,05,LTE,23010,\N,744,61.4990693806,23.7966647072,2016-06-29,2015-09-29,openbmap
517083322,411393,244,05,LTE,23010,\N,3,61.49020055,23.72860333,2016-05-20,2016-05-20,openbmap
517083323,434689,244,05,LTE,23010,\N,12,61.48157219,23.774079445,2016-01-30,2015-10-09,openbmap
517083324,434690,244,05,LTE,23010,\N,27,61.4907515511,23.7370771344,2016-06-02,2016-05-20,openbmap
517083325,449025,244,05,LTE,23010,\N,228,61.5007863671,23.7518195351,2016-06-06,2016-01-13,openbmap
517083326,449026,244,05,LTE,23010,\N,12,61.4996151675,23.75425442,2016-05-22,2016-03-09,openbmap
517083327,465410,244,05,LTE,23010,\N,6,61.49983852,23.763503255,2016-05-20,2016-01-23,openbmap
517083328,465411,244,05,LTE,23010,\N,45,61.499449132,23.763179014,2016-06-05,2016-01-23,openbmap
517083329,466690,244,05,LTE,23010,\N,18,61.4910640333,23.75256716,2016-06-05,2016-06-05,openbmap
517083330,468225,244,05,LTE,23010,\N,69,61.5058630448,23.7812726374,2016-01-26,2016-01-06,openbmap
517083331,468226,244,05,LTE,23010,\N,12,61.5057468225,23.7734455175,2016-05-20,2016-05-20,openbmap
517083332,469250,244,05,LTE,23010,\N,54,61.4948862867,23.7728563639,2016-06-01,2016-05-22,openbmap
517083333,474113,244,05,LTE,23010,\N,33,61.5024773164,23.7552712773,2016-04-04,2016-02-15,openbmap
517083334,474114,244,05,LTE,23010,\N,30,61.501611569,23.758681605,2016-04-04,2016-02-15,openbmap
517083335,474115,244,05,LTE,23010,\N,39,61.5024493877,23.7537536985,2016-04-04,2016-02-15,openbmap
517083336,480770,244,05,LTE,23010,\N,111,61.5115564592,23.7798386762,2016-05-20,2016-01-06,openbmap
517083337,481025,244,05,LTE,23010,\N,66,61.5034549714,23.7730679923,2016-06-03,2016-01-25,openbmap
517083338,481026,244,05,LTE,23010,\N,27,61.5044846533,23.7693219678,2016-05-20,2016-01-06,openbmap
517083339,481281,244,05,LTE,23010,\N,69,61.5012430613,23.7912668913,2016-06-29,2016-01-22,openbmap
517083340,481282,244,05,LTE,23010,\N,90,61.5012946337,23.788282032,2016-06-29,2016-01-22,openbmap
517083341,481283,244,05,LTE,23010,\N,66,61.5034287827,23.7866622432,2016-04-07,2016-01-22,openbmap
517083342,485121,244,05,LTE,23010,\N,81,61.4940348604,23.7247912285,2016-06-05,2016-05-20,openbmap
517083343,485122,244,05,LTE,23010,\N,108,61.4943997383,23.7205342969,2016-06-05,2016-05-20,openbmap
517083344,486657,244,05,LTE,23010,\N,12,61.497906935,23.75356809,2016-06-05,2016-06-04,openbmap
517083345,486659,244,05,LTE,23010,\N,72,61.4991281542,23.7535169779,2016-06-06,2016-02-15,openbmap
517083346,578051,244,05,LTE,23010,\N,36,61.501284825,23.78075048,2016-06-29,2016-06-28,openbmap
517083347,679169,244,05,LTE,23010,\N,15,61.491725936,23.764645098,2016-06-04,2016-05-22,openbmap
517083348,679170,244,05,LTE,23010,\N,18,61.4961057217,23.764464345,2016-06-02,2016-05-21,openbmap
517083349,685828,244,05,LTE,23010,\N,3,61.49721262,23.74676087,2016-05-22,2016-05-22,openbmap
517083350,685829,244,05,LTE,23010,\N,30,61.495013973,23.745252005,2016-06-05,2016-05-20,openbmap
517083351,685830,244,05,LTE,23010,\N,180,61.494135065,23.741056869,2016-06-05,2016-05-20,openbmap
517083352,70657,244,05,LTE,23010,\N,231,61.4956640526,23.7583981418,2016-06-05,2016-03-30,openbmap
517083353,70658,244,05,LTE,23010,\N,543,61.4923589293,23.761091004,2016-06-05,2016-03-30,openbmap
517083354,70659,244,05,LTE,23010,\N,156,61.4932388735,23.7542755904,2016-06-05,2016-03-30,openbmap
517083355,70662,244,05,LTE,23010,\N,21,61.4925277514,23.7526093071,2016-06-05,2016-06-01,openbmap
517083356,798210,244,05,LTE,23010,\N,93,61.51346749,23.7846344139,2016-05-20,2016-05-20,openbmap
517083357,847105,244,05,LTE,23010,\N,15,61.496249816,23.723387756,2016-05-22,2016-05-22,openbmap
517083358,847105,244,05,UMTS,23010,\N,3,61.49647112,23.72521094,2016-05-20,2016-05-20,openbmap
"517083359,984406,244,05,""HSPA,HSPA+"",23010,\N,12,61.4606221775,23.61392212,2017-04-30,2017-04-30,openbmap"
517083360,984922,244,05,HSPA+,23010,\N,21,61.4575576029,23.62409103,2017-04-30,2017-04-30,openbmap
517083361,987654,244,05,HSPA,23010,\N,3,61.50091708,23.77945068,2016-05-22,2016-05-22,openbmap
"517083362,989823,244,05,""HSDPA,HSPA"",23010,\N,9,61.500332465,23.77745467,2016-05-22,2016-05-22,openbmap"
"517083363,989826,244,05,""HSDPA,HSPA,HSPA+"",23010,\N,30,61.5007836747,23.7727798618,2016-04-04,2016-02-17,openbmap"
517083364,989827,244,05,HSPA,23010,\N,3,61.50053953,23.77136352,2016-02-17,2016-02-17,openbmap
517083365,990102,244,05,HSPA,23010,\N,3,61.49721703,23.75265982,2016-03-30,2016-03-30,openbmap
517083366,990204,244,05,HSPA+,23010,\N,3,61.50282524,23.75023737,2016-02-15,2016-02-15,openbmap
"517083367,991474,244,05,""HSPA,HSPA+"",23010,\N,33,61.5113098003,23.7914791567,2016-05-16,2016-05-16,openbmap"
"517083368,991475,244,05,""HSPA,HSPA+"",23010,\N,27,61.5106773458,23.7927419633,2016-05-16,2016-04-07,openbmap"
"517083369,991476,244,05,""HSPA,HSPA+"",23010,\N,24,61.5128899186,23.7870490471,2016-05-16,2016-05-16,openbmap"
517083370,991825,244,05,HSPA+,23010,\N,3,61.51131605,23.79208097,2016-05-16,2016-05-16,openbmap
"517083371,991933,244,05,""HSPA,HSPA+"",23010,\N,57,61.5003262706,23.7609006402,2016-02-17,2016-02-17,openbmap"
517083372,992453,244,05,HSPA+,23010,\N,30,61.465779345,23.603438094,2017-04-30,2017-04-30,openbmap
517083373,992847,244,05,HSPA+,23010,\N,12,61.4513385925,23.685879215,2017-04-30,2017-04-30,openbmap
"517083374,993088,244,05,""HSDPA,HSPA"",23010,\N,12,61.492857385,23.7598704067,2016-06-01,2016-06-01,openbmap"
517083375,993099,244,05,HSPA+,23010,\N,15,61.49878554,23.776791508,2017-02-12,2017-02-12,openbmap
517083376,993101,244,05,HSPA+,23010,\N,9,61.49859255,23.7724384533,2017-02-12,2017-02-12,openbmap
"517083377,993103,244,05,""HSPA,HSPA+"",23010,\N,15,61.4871199663,23.7683253038,2017-04-30,2017-04-30,openbmap"
"517083378,993105,244,05,""HSPA,HSPA+"",23010,\N,48,61.4836928911,23.763051335,2017-04-30,2017-04-30,openbmap"
"517083379,995741,244,05,""HSPA,HSPA+"",23010,\N,39,61.498158229,23.7202991229,2016-06-05,2016-05-20,openbmap"
517083380,995756,244,05,HSPA+,23010,\N,12,61.502759385,23.7497108875,2016-02-17,2016-02-17,openbmap
517083381,998147,244,05,LTE,23010,\N,18,61.494974175,23.75355413,2016-06-02,2016-05-20,openbmap
517083382,998148,244,05,LTE,23010,\N,60,61.4986339565,23.7503328985,2016-06-04,2016-03-09,openbmap
517083383,998150,244,05,LTE,23010,\N,6,61.495879245,23.749160305,2016-05-20,2016-05-20,openbmap
517083384,998176,244,05,HSPA,23010,\N,3,61.50277249,23.74935466,2016-04-04,2016-04-04,openbmap
517083385,1017166,244,05,HSPA+,23020,\N,3,61.48351177,23.77668683,2017-03-17,2017-03-17,openbmap
517083386,1045487,244,05,HSPA+,23020,\N,3,61.50136266,23.7999838,2017-02-12,2017-02-12,openbmap
517083387,1049092,244,05,LTE,23020,\N,3,61.47009295,23.71901966,2017-04-30,2017-04-30,openbmap
517083388,1320452,244,05,LTE,23020,\N,30,61.459210554,23.846007245,2017-02-09,2017-02-09,openbmap
517083389,1320454,244,05,LTE,23020,\N,6,61.468084695,23.820358795,2017-09-10,2017-09-10,openbmap
517083390,138241,244,05,LTE,23020,\N,33,61.4836775673,23.8492044536,2016-07-23,2016-07-23,openbmap
517083391,138242,244,05,LTE,23020,\N,12,61.4787773875,23.8272583225,2016-06-04,2016-06-04,openbmap
517083392,139265,244,05,LTE,23020,\N,33,61.4492907173,23.8556018218,2017-02-09,2016-06-04,openbmap
517083393,1417219,244,05,LTE,23020,\N,9,61.50267148,23.89488161,2017-09-10,2017-09-10,openbmap
517083394,144129,244,05,LTE,23020,\N,18,61.477907335,23.870178445,2016-07-23,2016-07-23,openbmap
517083395,144130,244,05,LTE,23020,\N,27,61.4755777689,23.8737508511,2017-09-10,2016-07-23,openbmap
517083396,144131,244,05,LTE,23020,\N,48,61.4703277794,23.8512555731,2017-09-10,2017-09-10,openbmap
517083397,1456385,244,05,LTE,23020,\N,126,61.5046674105,23.8503407574,2016-02-07,2016-01-15,openbmap
517083398,1457925,244,05,LTE,23020,\N,3,61.49245875,23.81405107,2017-02-09,2017-02-09,openbmap
517083399,146177,244,05,LTE,23020,\N,312,61.4856316991,23.8069209669,2016-06-05,2016-01-23,openbmap
517083400,146178,244,05,LTE,23020,\N,72,61.4818121963,23.7875079775,2016-01-30,2016-01-30,openbmap
517083401,146179,244,05,LTE,23020,\N,306,61.4849040976,23.7864698622,2016-06-04,2016-01-30,openbmap
517083402,1481219,244,05,LTE,23020,\N,84,61.4822084589,23.7245947632,2017-04-30,2016-05-20,openbmap
517083403,1481477,244,05,LTE,23020,\N,6,61.44619177,23.764478335,2017-11-12,2017-11-12,openbmap
517083404,1493762,244,05,LTE,23020,\N,21,61.4659465743,23.81428268,2017-09-10,2017-09-10,openbmap
517083405,1516801,244,05,LTE,23020,\N,39,61.5001459138,23.8086911338,2016-06-06,2016-05-16,openbmap
517083406,152835,244,05,LTE,23020,\N,21,61.4739342871,23.8755309371,2016-07-23,2016-06-04,openbmap
517083407,1530369,244,05,LTE,23020,\N,36,61.4814327792,23.8293186958,2017-02-09,2017-02-09,openbmap
517083408,1530370,244,05,LTE,23020,\N,6,61.48495856,23.827040405,2017-02-09,2017-02-09,openbmap
517083409,153089,244,05,LTE,23020,\N,9,61.4596978033,24.0512421333,2016-02-05,2016-02-05,openbmap
517083410,153090,244,05,LTE,23020,\N,60,61.46669577,24.00484318,2016-02-05,2016-02-05,openbmap
517083411,154114,244,05,LTE,23020,\N,330,61.4554521706,24.082023965,2016-02-07,2016-02-05,openbmap
517083412,154115,244,05,LTE,23020,\N,126,61.4638269255,24.0387278571,2016-02-07,2016-02-05,openbmap
517083413,16381,244,05,UMTS,23020,\N,3,61.47984922,23.97531126,2016-02-05,2016-02-05,openbmap
517083414,164353,244,05,LTE,23020,\N,63,61.4924381852,23.9409739981,2016-02-07,2016-02-05,openbmap
517083415,164355,244,05,LTE,23020,\N,6,61.465163035,23.840029865,2016-06-04,2016-06-04,openbmap
517083416,164609,244,05,LTE,23020,\N,30,61.47536756,23.742281326,2017-11-12,2016-05-20,openbmap
517083417,164610,244,05,LTE,23020,\N,96,61.435497535,23.7575838191,2017-11-12,2017-09-10,openbmap
517083418,1646361,244,05,HSDPA,23020,\N,6,61.44273511,23.76212565,2016-12-27,2016-12-27,openbmap
517083419,1646362,244,05,HSPA+,23020,\N,36,61.4377318717,23.7583248817,2017-03-17,2017-03-17,openbmap
"517083420,1646969,244,05,""HSPA,HSPA+"",23020,\N,6,61.512376255,23.81959273,2016-05-19,2016-05-19,openbmap"
517083421,1646971,244,05,HSPA,23020,\N,6,61.489154355,23.820252065,2016-06-05,2016-06-05,openbmap
517083422,164865,244,05,LTE,23020,\N,264,61.5094335161,23.8079932011,2016-06-14,2015-09-30,openbmap
517083423,164866,244,05,LTE,23020,\N,1185,61.5030502688,23.8096763527,2016-06-14,2015-09-29,openbmap
517083424,1649317,244,05,HSPA+,23020,\N,24,61.4681222538,23.77204055,2017-03-17,2017-03-17,openbmap
517083425,1649973,244,05,HSPA+,23020,\N,9,61.47504385,23.76421853,2017-04-30,2017-04-30,openbmap
517083426,1649982,244,05,HSPA,23020,\N,3,61.489388,23.81932312,2016-06-05,2016-06-05,openbmap
517083427,1650005,244,05,HSPA+,23020,\N,27,61.5022105589,23.8064531444,2017-02-12,2017-02-12,openbmap
"517083428,1650007,244,05,""HSPA,HSPA+"",23020,\N,12,61.5017730883,23.801992295,2017-02-12,2017-02-12,openbmap"
517083429,1650014,244,05,HSPA,23020,\N,12,61.4715355925,23.8381073775,2016-06-27,2016-06-27,openbmap
517083430,1650015,244,05,HSPA+,23020,\N,3,61.48558067,23.82626605,2016-06-04,2016-06-04,openbmap
"517083431,1650018,244,05,""HSPA,HSPA+"",23020,\N,9,61.4718151525,23.773726455,2017-03-17,2017-03-17,openbmap"
"517083432,1650019,244,05,""HSPA,HSPA+"",23020,\N,12,61.4959923917,23.7286064333,2016-06-05,2016-05-20,openbmap"
517083433,1650547,244,05,HSPA+,23020,\N,57,61.4596514632,23.7692410516,2017-03-17,2016-12-27,openbmap
"517083434,1650548,244,05,""HSDPA,HSPA"",23020,\N,87,61.448660492,23.7656957336,2017-09-10,2016-12-27,openbmap"
517083435,1651004,244,05,HSPA,23020,\N,33,61.4752681755,23.8309437191,2016-06-27,2016-06-04,openbmap
517083436,1651035,244,05,HSPA,23020,\N,3,61.46742595,23.99484359,2016-02-07,2016-02-07,openbmap
517083437,1651040,244,05,HSPA+,23020,\N,3,61.47143302,23.98326278,2016-02-07,2016-02-07,openbmap
517083438,1651041,244,05,HSPA,23020,\N,9,61.475323,23.98024624,2016-02-07,2016-02-05,openbmap
517083439,1651043,244,05,HSPA,23020,\N,3,61.48585028,23.95799458,2016-02-05,2016-02-05,openbmap
517083440,1651046,244,05,HSPA,23020,\N,15,61.469442248,23.826455868,2016-06-27,2016-06-27,openbmap
"517083441,1651057,244,05,""HSPA,HSPA+"",23020,\N,9,61.5102621575,23.800308375,2016-05-16,2016-04-07,openbmap"
"517083442,1651120,244,05,""HSPA,HSPA+"",23020,\N,42,61.46756125,23.8191970069,2016-06-27,2016-06-04,openbmap"
517083443,1651122,244,05,HSPA,23020,\N,18,61.46400437,23.80842566,2016-06-27,2016-06-27,openbmap
517083444,1651131,244,05,HSPA+,23020,\N,21,61.4549974971,23.6941172486,2017-04-30,2017-04-30,openbmap
517083445,165121,244,05,LTE,23020,\N,87,61.4728052103,23.7460181979,2017-04-30,2015-10-09,openbmap
517083446,165122,244,05,LTE,23020,\N,48,61.4741687169,23.7308412419,2017-04-30,2016-05-20,openbmap
517083447,165126,244,05,LTE,23020,\N,102,61.4703179559,23.7220896112,2017-04-30,2017-04-30,openbmap
"517083448,1652280,244,05,""HSPA,HSPA+"",23020,\N,15,61.5054868517,23.8426892642,2017-02-12,2017-02-12,openbmap"
517083449,1652282,244,05,HSPA,23020,\N,18,61.505742665,23.8360291683,2017-02-12,2017-02-12,openbmap
517083450,1653044,244,05,HSPA,23020,\N,3,61.42622791,23.74926112,2015-10-09,2015-10-09,openbmap
"517083451,1653638,244,05,""HSPA,HSPA+"",23020,\N,30,61.5047540224,23.849633916,2016-02-05,2016-02-05,openbmap"
517083452,165377,244,05,LTE,23020,\N,669,61.5275165463,23.9388577477,2017-09-10,2015-09-29,openbmap
517083453,165378,244,05,LTE,23020,\N,27,61.5098007722,23.9087215767,2017-09-10,2015-09-30,openbmap
517083454,165379,244,05,LTE,23020,\N,360,61.5151343073,23.9153288846,2017-09-10,2015-09-29,openbmap
"517083455,1653905,244,05,""HSPA,HSPA+"",23020,\N,45,61.504252476,23.8526499062,2017-02-12,2017-02-12,openbmap"
517083456,1654285,244,05,HSPA,23020,\N,24,61.4954083175,23.8073260475,2016-01-13,2016-01-13,openbmap
"517083457,1655269,244,05,""HSPA,HSPA+"",23020,\N,66,61.4616999197,23.8269501135,2016-06-04,2016-06-04,openbmap"
"517083458,1656445,244,05,""HSPA,HSPA+"",23020,\N,144,61.4553029185,23.8275215529,2016-06-27,2016-06-04,openbmap"
517083459,1657033,244,05,HSPA,23020,\N,15,61.492877706,23.819618796,2016-06-27,2016-06-27,openbmap
517083460,1657753,244,05,HSPA,23020,\N,9,61.4473085667,23.8158152433,2016-06-27,2016-06-27,openbmap
"517083461,1659254,244,05,""HSPA,HSPA+"",23020,\N,15,61.3352814413,23.7589061838,2015-10-09,2015-10-09,openbmap"
"517083462,1660951,244,05,""HSPA,HSPA+"",23020,\N,27,61.4882324968,23.9531384918,2016-02-05,2016-02-05,openbmap"
"517083463,1661099,244,05,""HSPA,HSPA+"",23020,\N,21,61.48805,23.822300942,2016-06-05,2016-06-05,openbmap"
"517083464,1662907,244,05,""HSPA,HSPA+"",23020,\N,27,61.5032789832,23.8157444818,2017-02-12,2017-02-12,openbmap"
517083465,1663204,244,05,HSPA+,23020,\N,3,61.51243822,23.81858134,2016-05-19,2016-05-19,openbmap
517083466,1663205,244,05,HSPA+,23020,\N,9,61.5027336433,23.81192717,2017-02-12,2017-02-12,openbmap
517083467,1665745,244,05,HSPA,23020,\N,3,61.48942406,23.81866825,2016-06-05,2016-06-05,openbmap
"517083468,1667159,244,05,""HSPA,HSPA+"",23020,\N,48,61.4428953777,23.8128431446,2016-06-27,2016-06-27,openbmap"
517083469,1667162,244,05,HSPA,23020,\N,6,61.44003107,23.81377049,2016-06-27,2016-06-27,openbmap
517083470,1669713,244,05,HSPA+,23020,\N,9,61.4642865667,23.7696069533,2017-03-17,2017-03-17,openbmap
"517083471,1669819,244,05,""HSPA,HSPA+"",23020,\N,6,61.43136851,23.745986415,2015-10-09,2015-10-09,openbmap"
517083472,1672593,244,05,HSPA,23020,\N,3,61.38655445,23.7582533,2015-10-09,2015-10-09,openbmap
"517083473,1672594,244,05,""HSPA,HSPA+"",23020,\N,9,61.397683535,23.755225455,2015-10-09,2015-10-09,openbmap"
"517083474,1673393,244,05,""HSPA,HSPA+"",23020,\N,24,61.4298307038,23.7544452413,2017-03-17,2017-03-17,openbmap"
"517083475,1673394,244,05,""HSPA,HSPA+"",23020,\N,9,61.42558655,23.75438754,2017-03-17,2017-03-17,openbmap"
"517083476,1673396,244,05,""HSPA,HSPA+"",23020,\N,12,61.364131625,23.7622923283,2015-10-11,2015-10-11,openbmap"
"517083477,1673397,244,05,""HSPA,HSPA+"",23020,\N,9,61.3751554025,23.7574412475,2015-10-09,2015-10-09,openbmap"
517083478,1673430,244,05,HSPA,23020,\N,6,61.48489102,23.96047579,2016-02-05,2016-02-05,openbmap
517083479,1673667,244,05,GSM,23020,\N,3,61.50080767,23.87195604,2017-02-12,2017-02-12,openbmap
"517083480,1673667,244,05,""HSPA,HSPA+"",23020,\N,48,61.5026710523,23.8639634173,2017-02-12,2016-02-05,openbmap"
517083481,1675247,244,05,HSPA,23020,\N,3,61.39518373,23.75583486,2015-10-09,2015-10-09,openbmap
517083482,1675262,244,05,HSPA,23020,\N,3,61.40414833,23.75427286,2015-10-09,2015-10-09,openbmap
517083483,1676541,244,05,HSPA+,23020,\N,12,61.543423495,24.0381908425,2016-01-15,2016-01-15,openbmap
"517083484,1677463,244,05,""UMTS,HSPA,HSPA+"",23020,\N,89,61.4194236539,23.762216496,2017-03-17,2012-10-06,openbmap"
"517083485,1677465,244,05,""UMTS,HSDPA,HSPA+"",23020,\N,47,61.4187750273,23.756859469,2017-03-17,2012-10-06,openbmap"
517083486,1677627,244,05,HSPA,23020,\N,3,61.49468568,23.71787166,2016-05-20,2016-05-20,openbmap
"517083487,1680848,244,05,""HSPA,HSPA+"",23020,\N,42,61.5045741277,23.8248063885,2017-02-12,2016-02-05,openbmap"
"517083488,1680856,244,05,""HSPA,HSPA+"",23020,\N,24,61.504821415,23.8267686013,2016-02-05,2016-02-05,openbmap"
"517083489,1681075,244,05,""HSPA,HSPA+"",23020,\N,90,61.5110418663,23.808806849,2016-06-06,2016-04-07,openbmap"
"517083490,1681076,244,05,""HSPA,HSPA+"",23020,\N,27,61.5093416875,23.8083892642,2016-05-16,2016-05-16,openbmap"
"517083491,1681732,244,05,""HSPA,HSPA+"",23020,\N,24,61.4973831357,23.811283838,2016-06-05,2015-09-29,openbmap"
"517083492,1681955,244,05,""HSDPA,HSPA"",23020,\N,15,61.4959056475,23.809487865,2016-01-04,2016-01-04,openbmap"
"517083493,1682404,244,05,""HSPA,HSPA+"",23020,\N,6,61.480752075,23.82758831,2016-06-04,2016-06-04,openbmap"
517083494,1682856,244,05,HSPA,23020,\N,3,61.4331174,23.75542938,2017-03-17,2017-03-17,openbmap
517083495,1683942,244,05,HSPA+,23020,\N,27,61.4389465256,23.7409984856,2015-10-09,2015-10-09,openbmap
"517083496,1684309,244,05,""HSPA,HSPA+"",23020,\N,78,61.4306515478,24.129885315,2016-02-05,2016-02-05,openbmap"
"517083497,1684482,244,05,""HSPA,HSPA+"",23020,\N,36,61.4444928922,24.1127315494,2016-02-05,2016-02-05,openbmap"
517083498,1684537,244,05,HSPA,23020,\N,6,61.485061025,23.82655781,2016-06-04,2016-06-04,openbmap
517083499,1684634,244,05,HSPA+,23020,\N,12,61.4380955375,24.12362411,2016-02-05,2016-02-05,openbmap
"517083500,1684635,244,05,""HSPA,HSPA+"",23020,\N,18,61.44068099,24.1203848088,2016-02-05,2016-02-05,openbmap"
517083501,1684638,244,05,HSPA+,23020,\N,6,61.479222265,23.97642141,2016-02-05,2016-02-05,openbmap
"517083502,1684641,244,05,""HSPA,HSPA+"",23020,\N,51,61.5445919578,24.0486794397,2016-01-15,2016-01-15,openbmap"
"517083503,1684901,244,05,""HSPA,HSPA+"",23020,\N,15,61.4286967325,23.7493040613,2016-12-27,2015-10-09,openbmap"
"517083504,1685854,244,05,""HSPA,HSPA+"",23020,\N,12,61.4969614383,23.8107178617,2016-01-06,2015-09-29,openbmap"
"517083505,1685885,244,05,""HSPA,HSPA+"",23020,\N,117,61.5133399316,23.8041544696,2016-06-06,2016-01-06,openbmap"
"517083506,1685938,244,05,""HSPA,HSPA+"",23020,\N,9,61.4911153425,23.7871926525,2016-01-30,2016-01-30,openbmap"
"517083507,1686218,244,05,""HSPA,HSPA+"",23020,\N,18,61.4773810738,23.7636585438,2017-04-30,2017-04-30,openbmap"
517083508,1686376,244,05,HSPA+,23020,\N,6,61.48623083,23.833314275,2016-07-23,2016-07-23,openbmap
"517083509,1687290,244,05,""HSPA,HSPA+"",23020,\N,60,61.4486864328,23.8205879911,2016-06-27,2016-06-04,openbmap"
"517083510,1687307,244,05,""HSPA,HSPA+"",23020,\N,33,61.4569821917,23.80454133,2016-12-27,2016-06-04,openbmap"
517083511,1687321,244,05,HSPA,23020,\N,18,61.4878332812,23.8256594138,2016-06-27,2016-06-27,openbmap
517083512,1688080,244,05,HSPA,23020,\N,27,61.4504599056,23.8183679789,2016-06-27,2016-06-04,openbmap
517083513,1699926,244,05,HSPA,23020,\N,18,61.48214652,23.8273264167,2016-06-04,2016-06-04,openbmap
517083514,1699982,244,05,HSPA,23020,\N,18,61.5373829667,23.9682592033,2016-12-27,2016-12-27,openbmap
517083515,1699983,244,05,HSPA+,23020,\N,42,61.5323103071,23.9512228357,2016-12-27,2016-12-27,openbmap
"517083516,1700310,244,05,""HSDPA,HSPA"",23020,\N,6,61.5023352,23.794360205,2016-05-12,2016-05-12,openbmap"
"517083517,1700331,244,05,""HSDPA,HSPA"",23020,\N,21,61.4898564092,23.8090557258,2016-01-30,2016-01-30,openbmap"
517083518,1700382,244,05,HSPA+,23020,\N,3,61.45697174,23.82936376,2016-06-27,2016-06-27,openbmap
"517083519,1700693,244,05,""HSPA,HSPA+"",23020,\N,27,61.4759981683,23.9800816853,2016-02-05,2016-02-05,openbmap"
"517083520,1700785,244,05,""HSPA,HSPA+"",23020,\N,18,61.464499733,23.822134851,2016-06-04,2016-06-04,openbmap"
"517083521,1700798,244,05,""HSPA,HSPA+"",23020,\N,18,61.4653583725,23.812383795,2016-12-27,2016-06-27,openbmap"
"517083522,1700849,244,05,""HSDPA,HSPA"",23020,\N,6,61.499455505,23.819537865,2016-01-04,2016-01-04,openbmap"
517083523,1700986,244,05,HSPA+,23020,\N,24,61.4710856475,23.86137181,2016-12-27,2016-12-27,openbmap
517083524,1701112,244,05,HSPA+,23020,\N,12,61.4551162925,23.76770936,2017-03-17,2017-03-17,openbmap
517083525,1701131,244,05,HSPA+,23020,\N,48,61.4478939363,23.7646022956,2017-03-17,2017-03-17,openbmap
517083526,1701298,244,05,HSPA,23020,\N,36,61.4748552908,23.8363854575,2016-06-27,2016-06-27,openbmap
"517083527,1701315,244,05,""HSPA,HSPA+"",23020,\N,24,61.5102299908,23.9091552383,2016-12-27,2016-01-15,openbmap"
517083528,1702104,244,05,HSPA,23020,\N,6,61.52711814,23.93599211,2016-12-27,2016-12-27,openbmap
