7170,[0.9320036264732547]
7190,[-11.428571428571429]
7220,[0.9005145797598628]
7230,[0.9795918367346939]
7280,[-0.3310810810810811]
7310,[0.9868421052631579]
7350,[-27.0]
7500,[-0.9705882352941176]
7510,[-1.66]
7530,[-6.333333333333333]
7560,[-0.25]
7565,[0.9929577464788732]
7600,[0.99]
7680,[0.9646393210749646]
7700,[-3.8515625]
7720,[-2.0454545454545454]
7740,[0.6965317919075145]
7750,[0.1794871794871795]
7780,[0.6320754716981132]
7800,[-1.5211267605633803]
7810,[0.994413407821229]
7820,[-4.85]
7830,[-258.0]
7850,[-1.6140350877192982]
7880,[-6.757575757575758]
7900,[-0.9148264984227129]
7910,[-630.0]
7920,[0.14285714285714285]
7930,[0.9405940594059405]
7940,[0.9433106575963719]
7945,[-2.65]
7955,[-0.19704433497536947]
7960,[-0.08695652173913043]
7970,[-153.0]
7980,[-43.0]
7990,[0.98]
8100,[0.6843086097651883]
8150,[0.8715596330275229]
8200,[-123.25]
8350,[-1.905612244897959]
8450,[-26.0]
8480,[0.43169398907103823]
8500,[0.8729979697721634]
8680,[0.5883076923076923]
8700,[0.34444444444444444]
8800,[-20.0]
9120,[-881.0]
9220,[-2.8595041322314048]
9430,[-1.2332838038632987]
9520,[-1.2280701754385965]
9630,[-249.0]
9810,[-7.084745762711864]
9930,[-28.0]
10120,[-2.1185185185185187]
10140,[0.6888297872340425]
10160,[-5.589743589743589]
10210,[0.5969230769230769]
10230,[0.043859649122807015]
10250,[0.08108108108108109]
10270,[-39.0]
10300,[0.477751756440281]
10320,[-2678.0]
10330,[0.8669950738916257]
10360,[-3.165137614678899]
10380,[-2.64]
10410,[0.675]
10420,[-0.25925925925925924]
10440,[-0.2324561403508772]
10470,[-0.8636363636363636]
10480,[0.989010989010989]
10520,[-0.48148148148148145]
10570,[-71.0]
10600,[0.049019607843137254]
10620,[0.5577889447236181]
10640,[-4.645161290322581]
10650,[-0.3287461773700306]
10660,[-1.0315789473684212]
10680,[-0.21428571428571427]
10710,[-164.0]
10820,[-0.1457286432160804]
10900,[-5.909090909090909]
10940,[0.7779156327543424]
10960,[0.6964285714285714]
